stock_code,description,units_sold,sales_value,units_cancelled,cancelled_value,cancelled_orders,cancellation_rate
84016,FLAG OF ST GEORGE CAR FLAG,27,12.16,0,0,0,0
84029E,RED WOOLLY HOTTIE WHITE HEART.,4670,21781.73,67,256.45,6,0.014143972978678488
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3311,16114.04,14,58,4,0.004210526315789474
84030E,ENGLISH ROSE HOT WATER BOTTLE,1605,7292.45,3,12.75,2,0.0018656716417910447
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,431,1976.54,20,39,1,0.04434589800443459
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,304,1452.35,21,40.949999999999996,1,0.06461538461538462
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,979,3314.1800000000003,28,82.60000000000001,2,0.027805362462760674
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,912,2350.79,66,133.5,4,0.06748466257668712
84033,FLAG OF ST GEORGE,23,37.949999999999996,0,0,0,0
84050,PINK HEART SHAPE EGG FRYING PAN,3217,4733.73,14,22.699999999999996,3,0.004333023831631074
84051,ASS COLOUR GLOWING TIARAS,281,215.21,0,0,0,0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,54807,13772.249999999998,1200,253.92,5,0.021425893191922438
84078A,SET/4 WHITE RETRO STORAGE CUBES,386,15324.75,35,1248.25,8,0.0831353919239905
84086B,YELLOW/BLUE RETRO RADIO,16,47.2,1,2.95,1,0.058823529411764705
84086C,PINK/PURPLE RETRO RADIO,218,622.27,0,0,0,0
84192,ASSORTED COLOUR METAL CAT,111,138.75,0,0,0,0
84199,GLOW IN DARK DOLPHINS,138,28.98,0,0,0,0
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,13,2.47,0,0,0,0
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,5,0.95,0,0,0,0
84206A,3 BLACK CATS W HEARTS BLANK CARD,24,4.5600000000000005,0,0,0,0
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.95,0,0,0,0
84206C,CHAMPAGNE TRAY BLANK CARD,8,1.52,0,0,0,0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",10315,4934.87,0,0,0,0
84218,BOX/12 CHICK & EGG IN BASKET,123,223.10999999999999,0,0,0,0
84226,HEN HOUSE W FAMILY IN BARN & NEST,51,36.21,0,0,0,0
84227,HEN HOUSE W CHICK IN NEST,1,0.42,0,0,0,0
84228,HEN HOUSE W CHICK STANDING,283,118.21,1,0.42,1,0.0035211267605633804
84228,HEN HOUSE WITH CHICK STANDING,14,5.88,0,0,0,0
84231,EASTER BUNNY WITH BASKET ON BACK,108,72.63000000000001,0,0,0,0
84247E,PACK OF 12 CHRISTMAS FUN CARDS,94,248.39000000000001,23,67.85000000000001,2,0.19658119658119658
84247E,PACK/12 XMAS FUN CARD,34,100.30000000000001,0,0,0,0
84247G,"DECOUPAGE,GREETING CARD,",357,158.63,0,0,0,0
84247K,"FOLK ART GREETING CARD,pack/12",22,64.9,11,32.45,1,0.3333333333333333
84247L,FAWN AND MUSHROOM GREETING CARD,128,62.06,0,0,0,0
84247N,PACK/12 BLUE FOLKART CARDS,22,64.9,0,0,0,0
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",174,80.46,0,0,0,0
84251B,"GREETING CARD, STICKY GORDON",233,68.5,12,2.2800000000000002,1,0.04897959183673469
84251C,"GREETING CARD, TWO SISTERS.",127,53.88,0,0,0,0
84251G,"GREETING CARD, OVERCROWDED POOL.",270,74.7,0,0,0,0
84270,ASSTD DESIGN BUBBLE GUM RING,17,3.57,0,0,0,0
84279B,CHERRY BLOSSOM DECORATIVE FLASK,186,752.2,7,26.25,3,0.03626943005181347
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,367,1528.21,16,60,7,0.04177545691906005
84306,S/3 PINK SQUARE PLANTERS ROSES,10,88.22,0,0,0,0
84313B,BLUE TV TRAY TABLE,127,518.61,0,0,0,0
84313C,ORANGE TV TRAY TABLE,504,1165.9099999999999,0,0,0,0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,645,282.38,0,0,0,0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,9461,26425.579999999998,9376,321.6,4,0.49774380209162816
84352,SILVER CHRISTMAS TREE BAUBLE STAND,34,577.35,4,67.8,3,0.10526315789473684
84356,POMPOM CURTAIN,424,2124.15,0,0,0,0
84358,FLOOR LAMP SHADE WOOD BASE,33,312.7,0,0,0,0
84360,TABLE LAMP WHITE SHADE WOOD BASE,78,434.12,0,0,0,0
84375,SET OF 20 KIDS COOKIE CUTTERS,4298,9355.85,13,27.300000000000004,2,0.003015541637671074
84378,SET OF 3 HEART COOKIE CUTTERS,6308,8488.4,72,90,4,0.01128526645768025
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,5761,8106.0599999999995,75,98.75,8,0.01285126799177519
84387A,BIRD ON BRANCH CANVAS SCREEN,11,21.45,0,0,0,0
84388,WISE MAN STAR SHAPE EGG PAN,24,13.14,0,0,0,0
84402B,PURPLE DRESS JEWELLERY STAND,61,48.19,0,0,0,0
84406B,CREAM CUPID HEARTS COAT HANGER,1987,7536.97,42,162.5,6,0.020699852143913258
84415A,PINK FLOCK SUEDE CUSHION COVER,12,15,0,0,0,0
84415B,BLUE FLOCK CUSHION COVER,8,20,0,0,0,0
84422,PINK/BLUE DISC/MIRROR STRING,566,244.17000000000002,48,18.72,1,0.0781758957654723
84429A,MEDIUM PINK BUDDHA HEAD,54,182.50000000000003,0,0,0,0
84452,METAL RABBIT LADDER EASTER,74,62.9,4,3.4,1,0.05128205128205128
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,126,112.56,0,0,0,0
84459A,PINK METAL CHICKEN HEART,680,1004.54,60,89.39999999999999,3,0.08108108108108109
84459B,YELLOW METAL CHICKEN HEART,721,1079.67,0,0,0,0
84461,12 PINK HEN+CHICKS IN BASKET,35,89.25,6,15.299999999999999,1,0.14634146341463414
84462,3 PINK HEN+CHICKS IN BASKET,12,15,0,0,0,0
84465,15 PINK FLUFFY CHICKS IN BOX,10,29.5,0,0,0,0
84466,TOP SECRET PEN SET,46,57.5,0,0,0,0
84497,BUTTONS AND STRIPES NOTEBOOK,13,48.75,0,0,0,0
84499,BLACK FLOWER CANDLE PLATE,7,5.949999999999999,0,0,0,0
84507B,STRIPES DESIGN MONKEY DOLL,39,118.72999999999999,0,0,0,0
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,60,160.42999999999998,7,17.849999999999998,2,0.1044776119402985
84508A,CAMOUFLAGE DESIGN TEDDY,1631,3448.05,1,2.55,1,6.127450980392157e-4
84508B,STRIPES DESIGN TEDDY,56,142.79999999999998,6,15.299999999999999,1,0.0967741935483871
84508C,BLUE CIRCLES DESIGN TEDDY,56,154.95,0,0,0,0
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,992,4163.12,9,33.75,3,0.008991008991008992
84509B,SET OF 4 FAIRY CAKE PLACEMATS,222,843.34,0,0,0,0
84509C,SET OF 4 POLKADOT PLACEMATS,173,821.16,0,0,0,0
84509E,SET OF 4 CAROUSEL PLACEMATS,91,183.45,0,0,0,0
84509G,SET OF 4 FAIRY CAKE PLACEMATS,519,965.41,0,0,0,0
84510A,SET OF 4 ENGLISH ROSE COASTERS,1249,1760.8,1,1.25,1,8e-4
84510C,SET OF 4 POLKADOT COASTERS,172,310.03,0,0,0,0
84510E,SET OF 4 GREEN CAROUSEL COASTERS,35,50.75,0,0,0,0
84519A,TOMATO CHARLIE+LOLA COASTER SET,512,905.55,0,0,0,0
84519B,CARROT CHARLIE+LOLA COASTER SET,471,773.3,0,0,0,0
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,554,508.36999999999995,0,0,0,0
84522,PINK PARTY SUNGLASSES,20,36.76,0,0,0,0
84527,FLAMES SUNGLASSES PINK LENSES,52,95.1,0,0,0,0
84531A,PINK KNITTED EGG COSY,147,76.69,0,0,0,0
84531B,BLUE KNITTED EGG COSY,155,85.61,0,0,0,0
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,55,54.04,0,0,0,0
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,399,186.56,0,0,0,0
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1332,850.2,95,61.75,2,0.06657323055360898
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,3120,1407.52,32,13.44,1,0.01015228426395939
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2059,872.03,48,20.16,2,0.022781205505457997
84539,KNITTED RABBIT DOLL,26,42.9,0,0,0,0
84548,CROCHET BEAR RED/BLUE  KEYRING,22,36.3,0,0,0,0
84549,CROCHET WHITE RABBIT KEYRING,38,69.38,0,0,0,0
84550,CROCHET LILAC/RED BEAR KEYRING,1,1.65,0,0,0,0
84551,CROCHET DOG KEYRING,13,21.449999999999996,0,0,0,0
84558A,3D DOG PICTURE PLAYING CARDS,338,1016.72,0,0,0,0
84559A,3D SHEET OF DOG STICKERS,426,423.99,0,0,0,0
84559B,3D SHEET OF CAT STICKERS,260,255.61999999999998,4,3.4,1,0.015151515151515152
84562A,PINK/WHITE RIBBED MELAMINE JUG,3,23.85,0,0,0,0
84563A,PINK & WHITE BREAKFAST TRAY,96,369.84000000000003,0,0,0,0
84563B,BLUE & WHITE BREAKFAST TRAY,94,346.3,0,0,0,0
84568,GIRLS ALPHABET IRON ON PATCHES,12442,2678.33,0,0,0,0
84569A,PACK 3 IRON ON DOG PATCHES,294,355.84,0,0,0,0
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,85,118.4,0,0,0,0
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,1.25,0,0,0,0
84569D,PACK 6 HEART/ICE-CREAM PATCHES,467,560.62,0,0,0,0
84575A,PINK DOG CANNISTER,14,39.3,1,5.95,1,0.06666666666666667
84576,BLUE CAT BISCUIT BARREL PINK HEART,66,148.32,0,0,0,0
84580,MOUSE TOY WITH PINK T-SHIRT,389,1482.43,0,0,0,0
84581,DOG TOY WITH PINK CROCHET SKIRT,187,709.71,0,0,0,0
84584,PINK GINGHAM CAT WITH SCARF,144,314.51,0,0,0,0
84592,CROCHET ROSE PURSE WITH SUEDE BACK,76,241.24000000000004,0,0,0,0
84593,CROCHET ROSE DES CLOTHES HANGER,5,14.750000000000002,0,0,0,0
84595E,LARGE TORTILLA DESIGN RED BOWL,77,151.39,1,3.29,1,0.01282051282051282
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5014,2558.27,16,6.72,1,0.0031809145129224653
84596E,SMALL LICORICE DES PINK BOWL,574,436.78,0,0,0,0
84596F,SMALL MARSHMALLOWS PINK BOWL,3732,1976.26,16,6.72,1,0.004268943436499467
84596G,SMALL CHOCOLATES PINK BOWL,1858,956.4599999999999,0,0,0,0
84596J,MIXED NUTS LIGHT GREEN BOWL,568,296.45,0,0,0,0
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1255,631.84,0,0,0,0
84597B,RETRO BROWN BALL ASHTRAY,41,51.25,0,0,0,0
84597C,RETRO PINK BALL ASHTRAY,46,57.5,0,0,0,0
84598,BOYS ALPHABET IRON ON PATCHES,1687,485.56,288,60.48,1,0.1458227848101266
84600,NEW BAROQUE JEWELLERY BOX,53,446.89,1,7.95,1,0.018518518518518517
84609,TALL ROCOCO CANDLE HOLDER,93,770.59,2,17,1,0.021052631578947368
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6,27.900000000000002,0,0,0,0
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,0,0,0,0
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,0,0,0,0
84616,SILVER ROCCOCO CHANDELIER,12,444.41999999999996,3,89.85,2,0.2
84617,NEW BAROQUE BLACK BOXES,3,38.25,0,0,0,0
84620,BLUE GINGHAM ROSE CUSHION COVER,2,11.9,0,0,0,0
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,478,605.48,20,23.3,2,0.040160642570281124
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,449,536.41,49,41.65,5,0.09839357429718876
84629,WHITE 3 FRAME BIRDS AND TREE,19,145.05,1,4.95,1,0.05
84631,FRUIT TREE AND BIRDS WALL PLAQUE,38,324.68,3,23.85,2,0.07317073170731707
84632,DECORATIVE HANGING SHELVING UNIT,5,299.75,1,59.95,1,0.16666666666666666
84637,KITCHEN FLOWER POTS WALL PLAQUE,116,619.59,0,0,0,0
84638,SMALL KITCHEN FLOWER POTS PLAQUE,50,331.5,0,0,0,0
84658,WHITE STITCHED CUSHION COVER,57,412.23,0,0,0,0
84659A,WHITE TRAVEL ALARM CLOCK,280,676.27,1,2.55,1,0.0035587188612099642
84660A,WHITE STITCHED WALL CLOCK,847,813.2900000000001,2,4.54,2,0.002355712603062426
84660B,BLACK STITCHED WALL CLOCK,709,748.36,0,0,0,0
84660C,PINK STITCHED WALL CLOCK,679,828.24,0,0,0,0
84661A,WHITE SQUARE TABLE CLOCK,105,172.75,0,0,0,0
84661B,BLACK SQUARE TABLE CLOCK,116,305.2,0,0,0,0
84661C,PINK SQUARE TABLE CLOCK,71,104.84,0,0,0,0
84663A,GRASS HOPPER WOODEN WALL CLOCK,272,374.12,5,9.11,3,0.018050541516245487
84665,SQUARE CHERRY BLOSSOM CABINET,89,529.5500000000001,20,119,3,0.1834862385321101
84666,SQUARE CHERRY BLOSSOM CABINET,24,94.80000000000001,0,0,0,0
84673A,PINK FLY SWAT,92,63.720000000000006,0,0,0,0
84673B,BLUE FLY SWAT,179,156.63,0,0,0,0
84674,FLYING PIG WATERING CAN,189,455.15000000000003,4,11.8,1,0.02072538860103627
84675,FROG KING WATERING CAN,9,26.55,0,0,0,0
84678,CLASSICAL ROSE SMALL VASE,142,247.04,3,5.05,2,0.020689655172413793
84679,CLASSICAL ROSE TABLE LAMP,6,55.7,0,0,0,0
84683,CLASSICAL ROSE CANDLESTAND,194,162.20000000000002,0,0,0,0
84685,BEACH HUT KEY CABINET,33,173.58,1,3.75,1,0.029411764705882353
84686,BEACH HUT MIRROR,49,66.39,0,0,0,0
84687,BEACH HUT SHELF W 3 DRAWERS,79,492.53000000000003,4,23.8,3,0.04819277108433735
84688,BEACH HUT DESIGN BLACKBOARD,40,198.82,13,55.25,2,0.24528301886792453
84689,S/2 BEACH HUT TREASURE CHESTS,3,9.95,0,0,0,0
84691,PACK 20 DOLLY PEGS,242,174.49999999999997,0,0,0,0
84692,BOX OF 24 COCKTAIL PARASOLS,7878,4316.88,31,13.02,3,0.003919585282589455
84705C,PINK FLOCK PHOTO FRAME,12,15,0,0,0,0
84706D,CHERRY BLOSSOM TABLE CLOCK,8,29.599999999999998,0,0,0,0
84706F,RED PEONY TABLE CLOCK,16,47.2,0,0,0,0
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,95,695.23,0,0,0,0
84707B,PINK JEWELLED MIRROR TRINKET TRAY,34,210.54999999999998,0,0,0,0
84708B,PINK JEWELLED PHOTO FRAME,62,326.35,0,0,0,0
84709B,PINK OVAL JEWELLED MIRROR,20,119,0,0,0,0
84711A,SILVER OVAL SHAPE TRINKET BOX,25,221.79999999999998,0,0,0,0
84711B,PINK OVAL SHAPE TRINKET BOX,20,186.64,0,0,0,0
84712B,PINK JEWELLED PHOTO FRAME,30,231.56,0,0,0,0
84715,SET OF 6 ICE CREAM SKITTLES,16,47.2,0,0,0,0
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95,0,0,0,0
84725,FREESTYLE CANVAS ART PICTURE,41,39.65,0,0,0,0
84731,3 BIRDS CANVAS SCREEN,2,2.04,0,0,0,0
84732B,CUTE BIRD CEATURE SCREEN,22,8.58,0,0,0,0
84732D,CUTE RABBIT CEATURE SCREEN,11,4.29,0,0,0,0
84741C,CITRUS GARLAND FELT FLOWERS,60,117,0,0,0,0
84743C,ORANGE FELT VASE + FLOWERS,1,1.25,0,0,0,0
84744,S/6 SEW ON CROCHET FLOWERS,110,140.02,0,0,0,0
84745A,PINK HANGING GINGHAM EASTER HEN,32,13.44,0,0,0,0
84745B,BLUE HANGING GINGHAM EASTER HEN,32,13.44,0,0,0,0
84746,PINK EASTER HENS+FLOWER,14,38.31,0,0,0,0
84748,FOLK FELT HANGING MULTICOL GARLAND,204,570.86,0,0,0,0
84750B,BLACK SMALL GLASS CAKE STAND,61,54.99,1,0.39,1,0.016129032258064516
84751B,BLACK MEDIUM GLASS CAKE STAND,17,37.11,1,0.79,1,0.05555555555555555
84754,S/15 SILVER GLASS BAUBLES IN BAG,414,572.88,144,152.64000000000001,1,0.25806451612903225
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16364,10463,69,44.85,12,0.004198868131199416
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,62.349999999999994,0,0,0,0
84763,ZINC FINISH 15CM PLANTER POTS,601,748.34,0,0,0,0
84766,SILVER ROCOCO CANDLE STICK,132,305.4,15,37.25,3,0.10204081632653061
84773,RED ROSE AND LACE C/COVER,3,8.850000000000001,0,0,0,0
84789,ENCHANTED BIRD PLANT CAGE,186,640.72,0,0,0,0
84792,ENCHANTED BIRD COATHANGER 5 HOOK,833,3974.32,29,114.69,4,0.033642691415313224
84795B,SUNSET CHECK HAMMOCK,192,1657.42,0,0,0,0
84795C,OCEAN STRIPE HAMMOCK,2,15.9,0,0,0,0
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,78,709.2399999999999,0,0,0,0
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,256,2393.5899999999997,0,0,0,0
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,23,58.65,12,30.599999999999998,1,0.34285714285714286
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,17.849999999999998,4,10.2,1,0.36363636363636365
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,176,140.32,60,35.16,2,0.2542372881355932
84800L,LARGE WHITE/PINK ROSE ART FLOWER,336,598.8000000000001,24,40.56,1,0.06666666666666667
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,127,174.31,3,5.07,1,0.023076923076923078
84800S,SMALL WHITE/PINK ROSE ART FLOWER,107,120.07000000000001,2,2.5,1,0.01834862385321101
84801A,PINK HYDRANGEA ART FLOWER,46,96.60000000000001,0,0,0,0
84801B,WHITE HYDRANGEA ART FLOWER,22,46.2,0,0,0,0
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,3.38,0,0,0,0
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,6.76,0,0,0,0
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,3,5.07,0,0,0,0
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,17,28.73,3,5.07,1,0.15
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,180.58,0,0,0,0
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,188.37000000000003,0,0,0,0
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,32,60,0,0,0,0
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,52.5,0,0,0,0
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.88999999999999,0,0,0,0
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,308,411.55999999999995,0,0,0,0
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,53,111.30000000000001,2,4.2,1,0.03636363636363636
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,37.800000000000004,0,0,0,0
84813,SET OF 4 DIAMOND NAPKIN RINGS,166,1393.79,1,3.95,1,0.005988023952095809
84816,DANISH ROSE BEDSIDE CABINET,8,319.6,6,239.70000000000002,5,0.42857142857142855
84817,DANISH ROSE DECORATIVE PLATE,921,647.64,37,77.7,6,0.038622129436325675
84818,DANISH ROSE PHOTO FRAME,1370,1397.82,95,101.45,7,0.06484641638225255
84819,DANISH ROSE ROUND SEWING BOX,808,939.04,4,17,2,0.0049261083743842365
84820,DANISH ROSE TRINKET TRAYS,255,459.25,4,23.8,1,0.015444015444015444
84821,DANISH ROSE DELUXE COASTER,923,396.95,12,10.2,1,0.012834224598930482
84823,DANISH ROSE FOLDING CHAIR,112,890.4,0,0,0,0
84824,DANISH ROSE UMBRELLA STAND,2,31.9,0,0,0,0
84826,ASSTD DESIGN 3D PAPER STICKERS,1162,389.38,60,51,1,0.049099836333878884
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,153.09,0,0,0,0
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,139,197.49,0,0,0,0
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,936,1308.8700000000001,24,30,1,0.025
84832,ZINC WILLIE WINKIE  CANDLE STICK,2921,2702.5,12,10.2,1,0.004091374019774974
84836,ZINC METAL HEART DECORATION,5925,7403.07,35,43.75,2,0.00587248322147651
84840,SWEETHEART CARRY-ALL BASKET,6,76.44,2,17,1,0.25
84842,HELLO SAILOR BATHROOM SET,14,52.5,0,0,0,0
84843,WHITE SOAP RACK WITH 2 BOTTLES,171,963.85,1,5.95,1,0.005813953488372093
84846A,SCENTED CANDLE IN DIGITALIS TIN,56,126.04,0,0,0,0
84847,FLORAL BATHROOM SET,20,75,0,0,0,0
84849A,HELLO SAILOR BLUE SOAP HOLDER,180,344.34000000000003,16,27.04,1,0.08163265306122448
84849B,FAIRY SOAP SOAP HOLDER,266,478.83,1,1.69,1,0.003745318352059925
84849D,HOT BATHS SOAP HOLDER,494,859,22,37.18,2,0.04263565891472868
84854,GIRLY PINK TOOL SET,5,24.75,0,0,0,0
84856L,LARGE TAHITI BEACH BAG,2,17.82,0,0,0,0
84856S,SMALL TAHITI BEACH BAG,4,18.6,1,3.81,1,0.2
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,2,3.9,1,0.07692307692307693
84857C,PINK MONTE CARLO HANDBAG,98,232.32999999999998,1,1.95,1,0.010101010101010102
84858C,PINK RIVIERA HANDBAG,186,261.68,0,0,0,0
84859A,SILVER DISCO HANDBAG,129,272.99,0,0,0,0
84859B,BLUE DISCO HANDBAG,31,64.81,0,0,0,0
84859C,PINK DISCO HANDBAG,84,180.51999999999998,0,0,0,0
84865,NEW BAROQUE BLACK PHOTO ALBUM,27,146.21,0,0,0,0
84870B,BLUE GEISHA GIRL,43,142.32999999999998,1,3.75,1,0.022727272727272728
84870C,GREEN GEISHA GIRL,46,146.04999999999998,0,0,0,0
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,66,732.2299999999999,0,0,0,0
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,33.9,0,0,0,0
84874B,BLUE TRAVEL FIRST AID KIT,41,67.51,0,0,0,0
84875B,GREEN SQUARE COMPACT MIRROR,131,203.51,0,0,0,0
84875D,BLUE SQUARE COMPACT MIRROR,51,63.75,0,0,0,0
84876B,GREEN HEART COMPACT MIRROR,218,315.81,0,0,0,0
84876D,BLUE HEART COMPACT MIRROR,128,217.5,0,0,0,0
84877A,PINK ROUND COMPACT MIRROR,40,58.160000000000004,0,0,0,0
84877B,GREEN ROUND COMPACT MIRROR,144,210.56,0,0,0,0
84877D,BLUE ROUND COMPACT MIRROR,96,150.93,0,0,0,0
84879,ASSORTED COLOUR BIRD ORNAMENT,36301,58824.53,80,135.2,12,0.0021989500013743436
84880,WHITE WIRE EGG HOLDER,312,2012.74,9,55.1,2,0.028037383177570093
84881,BLUE WIRE SPIRAL CANDLE HOLDER,12,82.57,1,6.35,1,0.07692307692307693
84882,GREEN WIRE STANDING CANDLE HOLDER,38,157.34,0,0,0,0
84884A,ANT WHITE WIRE HEART SPIRAL,339,1519.63,1,3.95,1,0.0029411764705882353
84898F,YELLOW FLOWERS FELT HANDBAG KIT,46,98.63000000000001,0,0,0,0
84905,PINK BUTTERFLY CUSHION COVER,35,173.48,0,0,0,0
84906,PINK B'FLY C/COVER W BOBBLES,12,78.17,0,0,0,0
84906,PINK BUTTERFLY CUSHION COVER,23,44.849999999999994,1,1.95,1,0.041666666666666664
84907,PINK YELLOW PATCH CUSHION COVER,29,180.93,0,0,0,0
84910A,PINK PAISLEY CUSHION COVER,26,192.14,0,0,0,0
84912A,PINK ROSE WASHBAG,156,560.62,0,0,0,0
84912B,GREEN ROSE WASHBAG,323,1132.85,0,0,0,0
84913A,SOFT PINK ROSE TOWEL,273,952.83,0,0,0,0
84913B,MINT GREEN ROSE TOWEL,196,754.07,0,0,0,0
84915,HAND TOWEL PINK FLOWER AND DAISY,217,372.33,0,0,0,0
84916,HAND TOWEL PALE BLUE W FLOWERS,223,453.39,0,0,0,0
84917,WHITE HAND TOWEL WITH BUTTERFLY,184,466.3,0,0,0,0
84919,BLUE CUSHION COVER WITH FLOWER,58,381.78000000000003,0,0,0,0
84920,PINK FLOWER FABRIC PONY,115,446.23,0,0,0,0
84921,CREAM AND PINK FLOWERS PONY,11,41.25,0,0,0,0
84922,PINK BUTTERFLY WASHBAG,9,42.29,0,0,0,0
84923,PINK BUTTERFLY HANDBAG W BOBBLES,162,671.62,0,0,0,0
84924A,WAKE UP COCKEREL CALENDAR SIGN,81,348.59,0,0,0,0
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,7.9,0,0,0,0
84925D,LA PALMIERA WALL THERMOMETER,15,38.25,0,0,0,0
84925F,PSYCHEDELIC WALL THERMOMETER,79,109.92999999999999,0,0,0,0
84926A,WAKE UP COCKEREL TILE COASTER,604,210.51999999999998,0,0,0,0
84926D,LA PALMIERA TILE COASTER,709,276.53,0,0,0,0
84926E,FLOWERS TILE COASTER,968,327.79999999999995,0,0,0,0
84926F,PSYCHEDELIC TILE COASTER,430,195.22,24,6.959999999999999,1,0.05286343612334802
84927A,WAKE UP COCKEREL TILE HOOK,50,70.45,1,0.39,1,0.0196078431372549
84927D,LA PALMIERA TILE HOOK,47,51.86,2,4.2,1,0.04081632653061224
84927E,FLOWERS TILE HOOK,59,80.16000000000001,2,4.2,1,0.03278688524590164
84927F,PSYCHEDELIC TILE HOOK,299,182.95000000000002,5,1.9500000000000002,1,0.01644736842105263
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2262,555.0600000000001,163,89.29,4,0.06721649484536082
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,133,317.44,0,0,0,0
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,177,424.08,3,7.6499999999999995,1,0.016666666666666666
84944,SET OF 6 KASHMIR FOLKART BAUBLES,662,1041.06,58,95.69999999999999,2,0.08055555555555556
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10509,8713.83,103,97.46,19,0.009705993215228043
84946,ANTIQUE SILVER T-LIGHT GLASS,14424,19122.66,316,349.21000000000004,23,0.021438263229308006
84946,ANTIQUE SILVER TEA GLASS ETCHED,4533,6446.76,19,23.75,4,0.0041739894551845345
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8652,10229.77,32,38.29,10,0.0036849378166743437
84949,SILVER HANGING T-LIGHT HOLDER,4747,7553.339999999999,263,412.34999999999997,35,0.05249500998003992
84950,ASSORTED COLOUR T-LIGHT HOLDER,3619,2297.03,10,6.1000000000000005,4,0.002755580049600441
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,451,534.05,24,18.96,1,0.05052631578947368
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,451,554.78,0,0,0,0
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,92,264.46999999999997,0,0,0,0
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,183,320.89,3,11.25,1,0.016129032258064516
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,144,255,0,0,0,0
84963A,PINK PAINTED KASHMIRI CHAIR,4,171.8,0,0,0,0
