stock_code,description,total_revenue,total_quantity,total_orders,average_price
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,42,2.6080952380952382
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,35,2.384857142857143
84629,WHITE 3 FRAME BIRDS AND TREE,145.05,19,9,10.616666666666667
84631,FRUIT TREE AND BIRDS WALL PLAQUE,324.68,38,23,8.746521739130435
84632,DECORATIVE HANGING SHELVING UNIT,299.75,5,4,59.95
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,83,5.3020481927710845
84638,SMALL KITCHEN FLOWER POTS PLAQUE,331.5,50,37,6.668918918918919
84658,WHITE STITCHED CUSHION COVER,412.23,57,22,7.299565217391304
84659A,WHITE TRAVEL ALARM CLOCK,676.27,280,89,2.4769662921348314
84660A,WHITE STITCHED WALL CLOCK,813.2900000000001,847,44,1.9481818181818182
84660B,BLACK STITCHED WALL CLOCK,748.36,709,42,2.362857142857143
84660C,PINK STITCHED WALL CLOCK,828.24,679,61,3.8075409836065575
84661A,WHITE SQUARE TABLE CLOCK,172.75,105,21,2.889047619047619
84661B,BLACK SQUARE TABLE CLOCK,305.2,116,30,3.4323333333333332
84661C,PINK SQUARE TABLE CLOCK,104.84,71,14,3.015
84663A,GRASS HOPPER WOODEN WALL CLOCK,374.12,272,34,2.962941176470588
84665,SQUARE CHERRY BLOSSOM CABINET,529.5500000000001,89,16,5.95
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,4,3.95
84673A,PINK FLY SWAT,63.720000000000006,92,43,0.7040909090909091
84673B,BLUE FLY SWAT,156.63,179,66,0.9283333333333333
84674,FLYING PIG WATERING CAN,455.15000000000003,189,46,3.2670212765957447
84675,FROG KING WATERING CAN,26.55,9,2,2.95
84678,CLASSICAL ROSE SMALL VASE,247.04,142,13,2.813846153846154
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2,11.95
84683,CLASSICAL ROSE CANDLESTAND,162.20000000000002,194,12,1.5075
84685,BEACH HUT KEY CABINET,173.58,33,20,6.048
84686,BEACH HUT MIRROR,66.39,49,8,2.9525
84687,BEACH HUT SHELF W 3 DRAWERS,492.53000000000003,79,30,7.8660000000000005
84688,BEACH HUT DESIGN BLACKBOARD,198.82,40,14,6.308571428571429
84689,S/2 BEACH HUT TREASURE CHESTS,9.95,3,2,3.975
84691,PACK 20 DOLLY PEGS,174.49999999999997,242,4,0.7525
84692,BOX OF 24 COCKTAIL PARASOLS,4316.88,7878,582,0.6789134125636672
84705C,PINK FLOCK PHOTO FRAME,15,12,1,1.25
84706D,CHERRY BLOSSOM TABLE CLOCK,29.599999999999998,8,4,3.6999999999999997
84706F,RED PEONY TABLE CLOCK,47.2,16,10,2.95
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,45,9.787555555555555
84707B,PINK JEWELLED MIRROR TRINKET TRAY,210.54999999999998,34,18,8.18611111111111
84708B,PINK JEWELLED PHOTO FRAME,326.35,62,19,5.931052631578948
84709B,PINK OVAL JEWELLED MIRROR,119,20,11,5.95
84711A,SILVER OVAL SHAPE TRINKET BOX,221.79999999999998,25,17,8.609411764705882
84711B,PINK OVAL SHAPE TRINKET BOX,186.64,20,13,8.999230769230769
84712B,PINK JEWELLED PHOTO FRAME,231.56,30,20,7.6825
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,3,2.95
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6,3.95
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,18,1.2444444444444445
84731,3 BIRDS CANVAS SCREEN,2.04,2,2,1.02
84732B,CUTE BIRD CEATURE SCREEN,8.58,22,2,0.39
84732D,CUTE RABBIT CEATURE SCREEN,4.29,11,2,0.39
84741C,CITRUS GARLAND FELT FLOWERS,117,60,14,1.95
84743C,ORANGE FELT VASE + FLOWERS,1.25,1,1,1.25
84744,S/6 SEW ON CROCHET FLOWERS,140.02,110,20,1.376
84745A,PINK HANGING GINGHAM EASTER HEN,13.44,32,5,0.42
84745B,BLUE HANGING GINGHAM EASTER HEN,13.44,32,5,0.42
84746,PINK EASTER HENS+FLOWER,38.31,14,9,2.6033333333333335
84748,FOLK FELT HANGING MULTICOL GARLAND,570.86,204,61,3.2162295081967214
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,12,1.17
84751B,BLACK MEDIUM GLASS CAKE STAND,37.11,17,8,1.9
84754,S/15 SILVER GLASS BAUBLES IN BAG,572.88,414,61,1.7648387096774194
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10463,16364,617,0.728042071197411
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,8,1.45
84763,ZINC FINISH 15CM PLANTER POTS,748.34,601,57,1.4157894736842105
84766,SILVER ROCOCO CANDLE STICK,305.4,132,12,3.283333333333333
84773,RED ROSE AND LACE C/COVER,8.850000000000001,3,1,2.95
84789,ENCHANTED BIRD PLANT CAGE,640.72,186,48,4.039791666666667
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3974.32,833,241,5.533209876543211
84795B,SUNSET CHECK HAMMOCK,1657.42,192,62,10.798870967741935
84795C,OCEAN STRIPE HAMMOCK,15.9,2,1,7.95
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,709.2399999999999,78,55,9.104181818181818
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,124,9.261209677419354
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.65,23,4,2.55
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,17.849999999999998,7,2,2.55
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,140.32,176,9,1.0655555555555556
84800L,LARGE WHITE/PINK ROSE ART FLOWER,598.8000000000001,336,21,1.9357142857142857
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,127,11,1.5372727272727273
84800S,SMALL WHITE/PINK ROSE ART FLOWER,120.07000000000001,107,9,1.2077777777777778
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5,2.1
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,3,2.1
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,3.38,2,1,1.69
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,6.76,4,1,1.69
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,5.07,3,1,1.69
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,28.73,17,4,1.69
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,8,2.68
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,188.37000000000003,99,6,2.23
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60,32,4,2.5
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,2.0833333333333335
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11,1.0645454545454545
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,411.55999999999995,308,20,1.387
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,111.30000000000001,53,7,2.1
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.800000000000004,18,1,2.1
84813,SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,38,10.532105263157895
84816,DANISH ROSE BEDSIDE CABINET,319.6,8,6,39.95
84817,DANISH ROSE DECORATIVE PLATE,647.64,921,52,1.3975471698113209
84818,DANISH ROSE PHOTO FRAME,1397.82,1370,95,1.3354736842105264
84819,DANISH ROSE ROUND SEWING BOX,939.04,808,61,2.186393442622951
84820,DANISH ROSE TRINKET TRAYS,459.25,255,30,3.808666666666667
84821,DANISH ROSE DELUXE COASTER,396.95,923,39,0.6084999999999999
84823,DANISH ROSE FOLDING CHAIR,890.4,112,25,7.95
84824,DANISH ROSE UMBRELLA STAND,31.9,2,2,15.95
84826,ASSTD DESIGN 3D PAPER STICKERS,389.38,1162,31,0.5578787878787879
84827,ASS DES PHONE SPONGE CRAFT STICKER,153.09,509,14,0.465
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,197.49,139,29,1.8079310344827586
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1308.8700000000001,936,152,1.612142857142857
84832,ZINC WILLIE WINKIE  CANDLE STICK,2702.5,2921,267,1.0917407407407407
84836,ZINC METAL HEART DECORATION,7403.07,5925,534,1.3649264705882354
84840,SWEETHEART CARRY-ALL BASKET,76.44,6,6,12.74
84842,HELLO SAILOR BATHROOM SET,52.5,14,9,3.75
84843,WHITE SOAP RACK WITH 2 BOTTLES,963.85,171,48,6.58375
84846A,SCENTED CANDLE IN DIGITALIS TIN,126.04,56,13,2.586923076923077
84847,FLORAL BATHROOM SET,75,20,11,3.75
84849A,HELLO SAILOR BLUE SOAP HOLDER,344.34000000000003,180,53,2.3567924528301885
84849B,FAIRY SOAP SOAP HOLDER,478.83,266,76,2.053421052631579
84849D,HOT BATHS SOAP HOLDER,859,494,114,1.8581739130434782
84854,GIRLY PINK TOOL SET,24.75,5,1,4.95
84856L,LARGE TAHITI BEACH BAG,17.82,2,2,8.91
84856S,SMALL TAHITI BEACH BAG,18.6,4,1,4.65
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1.95
84857C,PINK MONTE CARLO HANDBAG,232.32999999999998,98,10,4.763
84858C,PINK RIVIERA HANDBAG,261.68,186,6,5.33
84859A,SILVER DISCO HANDBAG,272.99,129,35,2.485
84859B,BLUE DISCO HANDBAG,64.81,31,11,2.346363636363636
84859C,PINK DISCO HANDBAG,180.51999999999998,84,22,2.429090909090909
84865,NEW BAROQUE BLACK PHOTO ALBUM,146.21,27,14,7.307857142857143
84870B,BLUE GEISHA GIRL,142.32999999999998,43,24,3.42875
84870C,GREEN GEISHA GIRL,146.04999999999998,46,28,3.1614285714285715
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,732.2299999999999,66,53,11.164716981132075
84873A,FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,2,16.95
84874B,BLUE TRAVEL FIRST AID KIT,67.51,41,14,1.64
84875B,GREEN SQUARE COMPACT MIRROR,203.51,131,20,2.5525
84875D,BLUE SQUARE COMPACT MIRROR,63.75,51,8,1.25
84876B,GREEN HEART COMPACT MIRROR,315.81,218,33,2.4170588235294117
84876D,BLUE HEART COMPACT MIRROR,217.5,128,16,3.59375
84877A,PINK ROUND COMPACT MIRROR,58.160000000000004,40,4,2.27
84877B,GREEN ROUND COMPACT MIRROR,210.56,144,21,2.32
84877D,BLUE ROUND COMPACT MIRROR,150.93,96,18,2.325
84879,ASSORTED COLOUR BIRD ORNAMENT,58824.53,36301,1450,1.7226852481305235
84880,WHITE WIRE EGG HOLDER,2012.74,312,76,7.74987012987013
84881,BLUE WIRE SPIRAL CANDLE HOLDER,82.57,12,6,7.411666666666666
84882,GREEN WIRE STANDING CANDLE HOLDER,157.34,38,18,4.368333333333333
84884A,ANT WHITE WIRE HEART SPIRAL,1519.63,339,104,5.688076923076923
84898F,YELLOW FLOWERS FELT HANDBAG KIT,98.63000000000001,46,19,2.206842105263158
84905,PINK BUTTERFLY CUSHION COVER,173.48,35,20,4.959
84906,PINK B'FLY C/COVER W BOBBLES,78.17,12,7,6.917142857142857
84906,PINK BUTTERFLY CUSHION COVER,44.849999999999994,23,5,1.95
84907,PINK YELLOW PATCH CUSHION COVER,180.93,29,23,6.113478260869566
84910A,PINK PAISLEY CUSHION COVER,192.14,26,17,7.464117647058823
84912A,PINK ROSE WASHBAG,560.62,156,74,3.5262162162162163
84912B,GREEN ROSE WASHBAG,1132.85,323,160,3.4332098765432097
84913A,SOFT PINK ROSE TOWEL,952.83,273,124,3.4126612903225806
84913B,MINT GREEN ROSE TOWEL,754.07,196,86,3.64
84915,HAND TOWEL PINK FLOWER AND DAISY,372.33,217,23,3.890869565217391
84916,HAND TOWEL PALE BLUE W FLOWERS,453.39,223,29,3.9479310344827585
84917,WHITE HAND TOWEL WITH BUTTERFLY,466.3,184,27,3.9766666666666666
84919,BLUE CUSHION COVER WITH FLOWER,381.78000000000003,58,29,6.534827586206896
84920,PINK FLOWER FABRIC PONY,446.23,115,48,4.163541666666666
84921,CREAM AND PINK FLOWERS PONY,41.25,11,5,3.75
84922,PINK BUTTERFLY WASHBAG,42.29,9,6,4.923333333333333
84923,PINK BUTTERFLY HANDBAG W BOBBLES,671.62,162,98,4.146326530612245
84924A,WAKE UP COCKEREL CALENDAR SIGN,348.59,81,33,4.996363636363636
84924F,PSYCHEDELIC METAL SIGN CALENDAR,7.9,10,3,0.79
84925D,LA PALMIERA WALL THERMOMETER,38.25,15,10,2.55
84925F,PSYCHEDELIC WALL THERMOMETER,109.92999999999999,79,14,1.9214285714285713
84926A,WAKE UP COCKEREL TILE COASTER,210.51999999999998,604,35,0.6694285714285714
84926D,LA PALMIERA TILE COASTER,276.53,709,34,0.8079999999999999
84926E,FLOWERS TILE COASTER,327.79999999999995,968,39,0.5441025641025641
84926F,PSYCHEDELIC TILE COASTER,195.22,430,28,1.1860714285714284
84927A,WAKE UP COCKEREL TILE HOOK,70.45,50,18,2.0805555555555557
84927D,LA PALMIERA TILE HOOK,51.86,47,14,1.5635714285714286
84927E,FLOWERS TILE HOOK,80.16000000000001,59,13,1.9071428571428573
84927F,PSYCHEDELIC TILE HOOK,182.95000000000002,299,44,1.088695652173913
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,555.0600000000001,2262,63,0.2814285714285714
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,317.44,133,51,2.511764705882353
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,424.08,177,49,2.396734693877551
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1041.06,662,82,2.061566265060241
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8713.83,10509,345,0.9526
84946,ANTIQUE SILVER T-LIGHT GLASS,19122.66,14424,686,1.5044992743105952
84946,ANTIQUE SILVER TEA GLASS ETCHED,6446.76,4533,215,1.6207762557077625
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,10229.77,8652,347,1.4715340909090908
84949,SILVER HANGING T-LIGHT HOLDER,7553.339999999999,4747,287,1.8646874999999998
84950,ASSORTED COLOUR T-LIGHT HOLDER,2297.03,3619,120,0.8163636363636364
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,534.05,451,92,1.8351086956521738
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,554.78,451,82,1.8233734939759036
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,264.46999999999997,92,26,3.1765384615384615
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,320.89,183,28,2.9439285714285712
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,255,144,12,4.041538461538462
84963A,PINK PAINTED KASHMIRI CHAIR,171.8,4,1,42.95
84963B,BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,1,49.95
84968A,SET OF 16 VINTAGE ROSE CUTLERY,3188.13,266,100,14.183465346534653
84968B,SET OF 16 VINTAGE IVORY CUTLERY,25.5,2,2,12.75
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,3547.74,314,103,14.948543689320388
84968D,SET OF 16 VINTAGE RED CUTLERY,1723.6,159,57,12.858245614035088
84968E,SET OF 16 VINTAGE BLACK CUTLERY,1722.74,140,50,14.0762
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1931.1699999999998,178,66,12.521363636363636
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,558,210,4.66047619047619
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6819.0999999999995,6253,506,1.3830571992110454
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8146.799999999999,9117,603,1.244759535655058
84971L,LARGE HEART FLOWERS HOOK,4.92,2,1,2.46
84971S,SMALL HEART FLOWERS HOOK,1540.4499999999998,1761,172,1.1178612716763006
84974,S/2 ZINC HEART DESIGN PLANTERS,388.04999999999995,39,28,9.95
84975,HEART SHAPED MIRROR,8.45,5,2,1.69
84976,RECTANGULAR SHAPED MIRROR,436.67,500,36,1.4475
84977,WIRE FLOWER T-LIGHT HOLDER,1.25,1,1,1.25
84978,HANGING HEART JAR T-LIGHT HOLDER,16333.12,12391,723,1.4854945054945055
84984A,GREEN PEONY CUSHION COVER,88.35000000000001,19,6,4.65
84984B,RED PEONY CUSHION COVER,79.05000000000001,17,5,4.65
84984D,ORIENTAL RED CUSHION COVER,60.45,13,4,4.65
84985A,SET OF 72 GREEN PAPER DOILIES,52.199999999999996,36,18,1.45
84987,SET OF 36 TEATIME PAPER DOILIES,4453.7699999999995,3039,333,1.985075075075075
84988,SET OF 72 PINK HEART PAPER DOILIES,6653.8499999999995,4299,509,2.148470588235294
84989A,75 GREEN FAIRY CAKE CASES,102.36,69,42,1.4642857142857144
84990,60 GOLD AND SILVER FAIRY CAKE CASES,1.1,2,2,0.55
84991,60 TEATIME FAIRY CAKE CASES,9103.970000000001,18069,823,0.6904171632896305
84992,72 SWEETHEART FAIRY CAKE CASES,6500.88,13261,612,0.6858213716108453
84993A,75 GREEN PETIT FOUR CASES,186.25,375,74,0.6477027027027027
84993B,75 BLACK PETIT FOUR CASES,24.36,58,18,0.42
84997A,CHILDRENS CUTLERY POLKADOT GREEN,7701.71,1829,246,5.505934959349593
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3110.91,850,79,4.340506329113924
84997B,CHILDRENS CUTLERY RETROSPOT RED,12604.23,2907,317,5.2348916408668735
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6389.66,1643,119,4.511344537815126
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4504.5,1220,108,4.162685185185185
84997C,CHILDRENS CUTLERY POLKADOT BLUE,12366.97,2847,289,5.268088737201365
84997D,CHILDRENS CUTLERY POLKADOT PINK,16865.97,3951,423,5.118691588785047
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,5430.02,1447,122,4.387049180327869
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,9,1.55
85008,SET OF 3 CONEY ISLAND OVAL BOXES,66.12,13,8,5.171250000000001
85014A,BLACK/BLUE POLKADOT UMBRELLA,6904.040000000001,1181,292,6.776917808219179
85014B,RED RETROSPOT UMBRELLA,11259.310000000001,1934,372,7.182258064516129
85015,SET OF 12  VINTAGE POSTCARD SET,1718.5400000000002,2180,143,1.3232167832167832
85016,SET OF 6 VINTAGE NOTELETS KIT,560.11,563,42,2.0207142857142855
85017A,ENVELOPE 50 ROMANTIC IMAGES,13.58,16,8,0.8477777777777777
85017B,ENVELOPE 50 BLOSSOM IMAGES,590.09,1065,157,0.6759493670886075
85017C,ENVELOPE 50 CURIOUS IMAGES,26.169999999999998,49,10,0.6154545454545455
85018D,YULETIDE IMAGES S/6 PAPER BOXES,30.599999999999998,12,7,2.55
85019A,ROMANTIC IMAGES NOTEBOOK SET,564.35,414,33,2.033333333333333
85019B,BLOSSOM  IMAGES NOTEBOOK SET,682.97,512,36,1.9597222222222221
85019C,CURIOUS  IMAGES NOTEBOOK SET,270.72,182,11,2.9972727272727275
85020,ROUND PINK HEART MIRROR,188.81,85,22,2.568636363636364
85023B,EAU DE NILE JEWELLED PHOTOFRAME,84.14999999999999,33,12,2.55
85024B,EAU DE NILE JEWELLED PHOTOFRAME,289.65,193,12,1.6333333333333333
85024C,PINK SMALL JEWELLED PHOTOFRAME,19.799999999999997,12,9,1.65
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,555.12,329,38,2.337105263157895
85025C,PINK HEART SHAPE PHOTO FRAME,520.91,321,39,2.0585
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,79,11,0.9918181818181818
85027L,FRENCH CHATEAU LARGE PLATTER,160.5,70,18,2.95
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,19.5,10,4,1.95
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,8,2.025
85030,FRENCH CHATEAU OVAL PLATTER,29.25,15,6,1.95
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,7,3.892857142857143
85031B,BLOSSOM IMAGES SCRAP BOOK SET,4.95,1,1,4.95
85031C,CURIOUS IMAGES SCRAP BOOK SET,14.850000000000001,3,1,4.95
85032A,ROMANTIC IMAGES GIFT WRAP SET,776.49,789,135,1.0937037037037036
85032B,BLOSSOM IMAGES GIFT WRAP SET,739.99,786,133,1.0780451127819548
85032C,CURIOUS IMAGES GIFT WRAP SET,710.74,671,139,1.1962857142857142
85032D,YULETIDE IMAGES GIFT WRAP SET,561.34,687,93,1.1588297872340425
85034A,3 GARDENIA MORRIS BOXED CANDLES,936.27,501,77,2.9699999999999998
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1637.07,946,121,2.765934959349593
85034C,3 ROSE MORRIS BOXED CANDLES,1732,1113,156,2.2745398773006134
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,782.24,274,82,3.890941176470588
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1062.57,620,71,3.379718309859155
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1769.13,1138,131,2.5615555555555556
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,730.93,213,61,3.979230769230769
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,564.4,356,49,2.3020408163265307
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,886.86,562,83,2.4438372093023255
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2171.26,1061,142,2.5421917808219177
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1142.4299999999998,744,191,1.879895287958115
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1174.6299999999999,806,172,1.6247398843930634
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,265.77,305,67,1.5844776119402983
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1702.6999999999998,914,182,2.1861497326203208
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,229.46999999999997,137,35,1.6975
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,191.1,42,11,4.886363636363637
85047,WHITE BEADED GARLAND STRING 20LIGHT,19.049999999999997,3,2,6.35
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,10878.81,1355,259,9.31735632183908
85049A,TRADITIONAL CHRISTMAS RIBBONS,4655.2,3245,359,1.6685439560439561
85049B,LUSH GREENS RIBBONS,72.42,56,15,1.4113333333333333
85049C,ROMANTIC PINKS RIBBONS,1518.15,1216,225,1.360086956521739
85049D,BRIGHT BLUES RIBBONS,699.91,549,109,1.3167567567567569
85049E,SCANDINAVIAN REDS RIBBONS,4129.32,2957,450,1.6602631578947369
85049F,BABY BOOM RIBBONS,477.34,378,88,1.2898901098901099
85049G,CHOCOLATE BOX RIBBONS,2275.61,1721,309,1.5672727272727272
85049H,URBAN BLACK RIBBONS,869.1,848,184,1.0584491978609625
85053,FRENCH ENAMEL CANDLEHOLDER,3645.2900000000004,1691,316,2.6230625
85054,FRENCH ENAMEL POT W LID,1427.68,586,114,3.492434782608696
85055,FRENCH ENAMEL UTENSIL HOLDER,183.71,45,16,5.15125
85059,FRENCH ENAMEL WATER BASIN,1273.11,411,128,4.116821705426356
85061W,WHITE JEWELLED HEART DECORATION,1882.1499999999999,2146,162,1.1002958579881656
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.4999999999995,1462,159,1.7914999999999999
85064,CREAM SWEETHEART LETTER RACK,976.25,215,30,6.697333333333333
85066,CREAM SWEETHEART MINI CHEST,22390.2,1768,510,14.338443579766537
85067,CREAM SWEETHEART WALL CABINET,126.64999999999999,7,5,18.55
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,577.33,1039,110,0.8654464285714286
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,678.72,1288,124,0.8765873015873016
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",428,683,105,1.251698113207547
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,249.48999999999998,403,84,0.826046511627907
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,696.8,1932,124,1.001290322580645
85084,HOLLY TOP CHRISTMAS STOCKING,17,20,7,0.85
85086A,CANDY SPOT HEART DECORATION,122.08,146,50,0.8331999999999999
85087,CANDY SPOT CUSHION COVER,1129.99,339,125,3.4802400000000002
85088,CANDY SPOT HAND BAG,534.83,259,51,2.3871153846153845
85089,CANDY SPOT BUNNY,38.35,13,5,2.95
85092,CANDY SPOT TEA COSY,40.05,27,2,2.3
85093,CANDY SPOT EGG WARMER HARE,475.18,708,88,0.8860674157303371
85094,CANDY SPOT EGG WARMER RABBIT,242.13,640,90,0.6907777777777777
85095,THREE CANVAS LUGGAGE TAGS,243.49,150,48,1.8197916666666667
85096,HILDA CANDY SPOT RABBIT,109.23,25,16,4.660588235294117
85099B,JUMBO BAG RED RETROSPOT,92601.23,47490,2078,2.4893088655862727
85099C,JUMBO  BAG BAROQUE BLACK WHITE,27555.96,13629,928,2.6088805970149256
85099F,JUMBO BAG STRAWBERRY,32336.77,17062,819,2.4164398541919807
85103,SILVER T-LIGHT SETTING,704.14,106,27,7.341851851851851
85104,SILVER GLASS T-LIGHT SET,525.75,201,17,3.2276470588235293
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1142.31,649,20,2.2609999999999997
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,541.39,249,27,2.5144827586206895
85109,PINK BOUDOIR T-LIGHT HOLDER,10.2,12,1,0.85
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,437.59,1409,57,0.49448275862068963
85114A,BLACK ENCHANTED FOREST PLACEMAT,1266.91,698,71,2.3135211267605635
85114B,IVORY ENCHANTED FOREST PLACEMAT,1018.05,511,90,2.379888888888889
85114C,RED ENCHANTED FOREST PLACEMAT,1454.8799999999999,678,110,2.3619469026548674
85115B,S/4 BLACK DISCO PARTITION PANEL,24.869999999999997,3,1,8.29
85116,BLACK CANDELABRA T-LIGHT HOLDER,1043.88,911,87,1.4513636363636364
85118,HEART T-LIGHT HOLDER,144.52,146,10,1.541
85119,WATERING CAN SINGLE HOOK PISTACHIO,3.36,1,1,3.36
85123A,CREAM HANGING HEART T-LIGHT HOLDER,178.51,61,9,3.5366666666666666
85123A,WHITE HANGING HEART T-LIGHT HOLDER,99762.92,35348,2244,3.2200826446280995
85124B,BLUE JUICY FRUIT PHOTO FRAME,248.76,87,38,3.194736842105263
85124C,GREEN JUICY FRUIT PHOTO FRAME,261.89,94,39,2.9928205128205128
85125,SMALL ROUND CUT GLASS CANDLESTICK,760.39,161,33,5.201212121212121
85126,LARGE ROUND CUTGLASS CANDLESTICK,27.14,2,1,13.57
85127,SMALL SQUARE CUT GLASS CANDLESTICK,1081.79,182,50,6.964117647058824
85129B,BEADED CRYSTAL HEART GREEN SMALL,168.59,119,31,1.912258064516129
85129C,BEADED CRYSTAL HEART BLUE SMALL,107.31,80,15,1.7373333333333334
85129D,BEADED CRYSTAL HEART PINK SMALL,342.74,207,65,1.9433846153846153
85130A,BEADED PEARL HEART WHITE LARGE,127.04999999999998,77,10,1.65
85130B,BEADED CRYSTAL HEART GREEN LARGE,760.4300000000001,834,62,1.382741935483871
85130C,BEADED CRYSTAL HEART BLUE  LARGE,437.22,482,46,1.077659574468085
85130D,BEADED CRYSTAL HEART PINK LARGE,569.29,565,62,1.5017460317460318
85131A,BEADED PEARL HEART WHITE ON STICK,901.48,996,119,0.9148739495798319
85131B,BEADED CRYSTAL HEART GREEN ON STICK,521.11,623,172,0.8377906976744186
85131C,BEADED CRYSTAL HEART BLUE ON STICK,178.85,193,50,0.8714
85131D,BEADED CRYSTAL HEART PINK ON STICK,725.26,850,206,0.8429126213592233
